"","words","term.freq","doc.freq"
"1290","beloved",3,3
"1291","breathless–mr",1,1
"1292","neighbouring",10,10
"1293","recover",2,2
"1294","remarkable",9,9
"1295","house.–the",1,1
"1296","troublesome",3,3
"1297","extirpate",3,3
"1298","spies",3,3
"1299","horses",19,14
"1300","pittsburgh",12,7
"1301","mouth",11,9
"1302","sandy",1,1
"1303","creek",12,11
"1304","kanawa",1,1
"1305","englanders",1,1
"1306","forming",10,9
"1307","mighty",1,1
"1308","contests",1,1
"1309","trivial",2,2
"1310","things;that",1,1
"1311","revolution",7,5
"1312","france",31,23
"1313","admit",6,6
"1314","doubt",55,40
"1315","originated",4,4
"1316","adams",6,3
"1317","insignificant",1,1
"1318","bostonian",1,1
"1319","expectation",7,7
"1320","independence",17,14
"1321","fomented",1,1
"1322","opposition",14,11
"1323","stamp-act",1,1
"1324","wisdom",10,8
"1325","foreseen",2,2
"1326","subsequent",1,1
"1327","folly",3,3
"1328","imprudence",2,2
"1329","obsequious",1,1
"1330","totally",12,10
"1331","destitute",6,6
"1332","sense",6,5
"1333","ignorant",14,12
"1334","princple",1,1
"1335","sound",17,15
"1336","policy",14,13
"1337","beheld",2,2
"1338","sagacity",3,3
"1339","avail",1,1
"1340","despicable",1,1
"1341","policies.–fortunately",1,1
"1342","generals",5,4
"1343","abilities",4,3
"1344","minister",25,13
"1345","facility",5,5
"1346","acquired",6,6
"1347","blunders",1,1
"1348","miserable",12,12
"1349","conduct",42,37
"1350","sufficient",33,27
"1351","emancipate",1,1
"1352","weakeness",1,1
"1353","depended",2,2
"1354","franklin",8,7
"1355","driven",10,9
"1356","paris",5,3
"1357","fatal-philippic",1,1
"1358","lawyer",1,1
"1359","chain",5,4
"1360","concurrent",1,1
"1361","hath",4,2
"1362","overturned",2,2
"1363","monarch",4,3
"1364","possessed",10,10
"1365","sagacity–if",1,1
"1366","corporal",2,2
"1367","civility",2,2
"1368","remained",18,15
"1369","colony",174,80
"1370","absolute",5,4
"1371","ephraim",1,1
"1372","daniel",3,3
"1373","baker's-row",1,1
"1374","mileend",1,1
"1375","holland",19,15
"1376","week:sir",1,1
"1377","l–y",1,1
"1378","desires",3,3
"1379","unfortunate",23,23
"1380","relation",3,3
"1381","february",16,15
"1382","jackson",9,8
"1383","teach",2,2
"1384","write",6,6
"1385","improved",13,11
"1386","ahve",1,1
"1387","person",68,49
"1388","habitation",3,3
"1389","wearing",10,10
"1390","apparel",5,4
"1391","wanting",13,12
"1392","business",25,21
"1393","dutch",16,10
"1394","batavia",5,4
"1395","grounds",8,7
"1396","makes",15,14
"1397","convenient",6,6
"1398","fleet",18,10
"1399","forts",6,5
"1400","earthn",1,1
"1401","ware",2,2
"1402","ornament",9,9
"1403","clay",3,3
"1404","equally",23,19
"1405","delft",1,1
"1406","hats",3,3
"1407","shoes",3,3
"1408","houses",44,28
"1409","windows",4,4
"1410","wicker",1,1
"1411","rush",2,2
"1412","furniture",4,3
"1413","eplace",1,1
"1414","smiths",3,3
"1415","coal",7,5
"1416","utensils",2,2
"1417","nephew",1,1
"1418","born",12,9
"1419","buried",8,8
"1420","executed",7,7
"1421","grown",6,6
"1422","christians",3,3
"1423","finished",3,3
"1424","thinks",2,2
"1425","farthest",1,1
"1426","lines",4,4
"1427","seldom",12,10
"1428","visited",13,13
"1429","farther",18,14
"1430","discovers",2,2
"1431","gum",2,1
"1432","arabic",1,1
"1433","veyr",1,1
"1434","expects",2,2
"1435","wonders",1,1
"1436","clothes",9,8
"1437","thinly",4,3
"1438","inhabited",5,5
"1439","stranger's",1,1
"1440","greenock.no",1,1
"1441","sir",71,47
"1442","expecting",1,1
"1443","remittance",1,1
"1444","hand",30,25
"1445","properly",13,12
"1446","cash",7,6
"1447","bills",14,12
"1448","accept",9,9
"1449","immediately",64,48
"1450","crop",8,6
"1451","bolls",1,1
"1452","eceeding",1,1
"1453","knowledge",35,24
"1454","loading",6,6
"1455","declared",17,16
"1456","interest",58,36
"1457","encourage",8,8
"1458","plantations",7,6
"1459","merchandize",8,5
"1460","considerably",6,6
"1461","lowered",4,4
"1462","duties",21,14
"1463","merchandize.they",1,1
"1464","sell",10,9
"1465","annually",12,10
"1466","son",53,27
"1467","suffice",3,3
"1468","necessity",16,14
"1469","circulating",3,3
"1470","paper",39,29
"1471","trading",11,7
"1472","prior",3,3
"1473","hall",18,13
"1474","noon",2,2
"1475","importance.glasgow",0,0
"1476","plymouth",6,5
"1477","echo",2,2
"1478","drew",5,5
"1479","sea",28,20
"1480","proceed",38,33
"1481","dispatch",5,4
"1482","york–to",1,1
"1483","acquaint",5,5
"1484","ports",20,12
"1485","salutary",5,5
"1486","reduce",3,3
"1487","utmost",12,11
"1488","anxiety",11,11
"1489","packet",9,8
"1490","agreebly",1,1
"1491","relieed",1,1
"1492","apprehensions",11,9
"1493","insurrections",3,2
"1494","martinique",5,4
"1495","confirmed",6,6
"1496","national",23,17
"1497","naturally",10,9
"1498","brings",7,7
"1499","tumult",1,1
"1500","bring",32,26
"1501","conspiracy",4,4
"1502","circumstance",22,21
"1503","accounted",2,2
"1504","communication",25,17
"1505","exists",9,9
"1506","season",26,21
"1507","mail",6,6
"1508","new-york",4,3
"1509","falmouth",2,2
"1510","sandwich",4,3
"1511","thirty-three",1,1
"1512","dominica",6,4
"1513","diabolical",1,1
"1514","design",13,13
"1515","discovered",24,17
"1516","insurrection",3,3
"1517","fire",44,24
"1518","pierre",4,3
"1519","confusion",8,7
"1520","striving",1,1
"1521","flames",7,6
"1522","butchered",1,1
"1523","indiscriminately",2,2
"1524","child.–the",1,1
"1525","combustibles",2,2
"1526","consisting",27,23
"1527","dipped",1,1
"1528","turpentine",1,1
"1529","plot",4,3
"1530","negro",13,7
"1531","lady",22,15
"1532","stung",1,1
"1533","remorse",1,1
"1534","thinking",3,3
"1535","murder",16,15
"1536","disclosed",1,1
"1537","armed",20,17
"1538","hanger",1,1
"1539","knife",4,4
"1540","insturments",1,1
"1541","put",54,45
"1542","existence",8,8
"1543","afraid",6,6
"1544","attemp",1,1
"1545","release",1,1
"1546","gaol",3,3
"1547","living",24,19
"1548","worldto",1,1
"1549","printer.sir",1,1
"1550","month",20,18
"1551","remote",7,7
"1552","newspaper",8,5
"1553","ordering",4,3
"1554","papers",45,33
"1555","utter",2,2
"1556","astonishment",7,5
"1557","rustic",1,1
"1558","landlord",3,3
"1559","stuck",1,1
"1560","country–knowing",1,1
"1561","passed",51,38
"1562","lapland",2,2
"1563","intending",3,3
"1564","dropped",2,2
"1565","talking",4,3
"1566","occurrences",1,1
"1567","knew",12,7
"1568","revolutions",1,1
"1569","fishwomen",1,1
"1570","battles",2,2
"1571","flanders",2,2
"1572","emperor",5,5
"1573","fighting",9,7
"1574","turks.but",1,1
"1575","distressing–for",1,1
"1576","meeting",73,30
"1577","inquired",3,2
"1578","cordially",2,2
"1579","eloped",2,2
"1580","kindly",2,2
"1581","sister",6,5
"1582","departed",8,6
"1583","fortnight",8,8
"1584","before.on",1,1
"1585","stir",2,2
"1586","viaticum",1,1
"1587","provided",41,29
"1588","remove",10,9
"1589","pace",2,2
"1590","fashionable",4,4
"1591","literary",5,5
"1592","world–and",1,1
"1593","friends",33,22
"1594","wives",12,11
"1595","absconded.in",1,1
"1596","creed–and",1,1
"1597","travel",3,3
"1598","faith",6,6
"1599","fully",32,24
"1600","experienced",15,14
"1601","unpleasantness",1,1
"1602","again–i",1,1
"1603","hottentot",2,2
"1604","mine",4,4
"1605","invites",1,1
"1606","him.dick",1,1
"1607","desperate",3,3
"1608","sect",4,4
"1609","shaking",4,2
"1610","quakers",9,5
"1611","america.in",2,2
"1612","jews",3,3
"1613","denomications",1,1
"1614","roman",2,2
"1615","catholics",2,2
"1616","lutherans",1,1
"1617","presbyterians",2,2
"1618","congregationalists",1,1
"1619","baptists",1,1
"1620","dunkers",1,1
"1621","moravians",1,1
"1622","deists",1,1
"1623","methodists",1,1
"1624","newlights",1,1
"1625","sandimanians",1,1
"1626","universalists",1,1
"1627","perform",13,12
"1628","religious",15,13
"1629","worship",11,6
"1630","accoridng",2,2
"1631","dictates",1,1
"1632","consciences.the",1,1
"1633","sects",1,1
"1634","sprang",1,1
"1635","elect",5,4
"1636","disciples",1,1
"1637","founders",4,2
"1638","mode",27,25
"1639","thousands",14,12
"1640","pretended",4,3
"1641","power",61,41
"1642","miracles",1,1
"1643","heal",1,1
"1644","cast",2,2
"1645","devils",2,2
"1646","languages.this",1,1
"1647","risided",1,1
"1648","north-westerly",2,2
"1649","tenets",11,11
"1650","rambled",1,1
"1651","promulgating",2,2
"1652","religion",11,10
"1653","gaining",4,4
"1654","proselytes",1,1
"1655","elsewhere:–she",1,1
"1656","engrossed",1,1
"1657","kingdom",17,16
"1658","heaven",4,4
"1659","followers",4,4
"1660","seculsion",1,1
"1661","others.she",1,1
"1662","mission",4,4
"1663","heaven;–that",1,1
"1664","pain",17,13
"1665","seventry-two",1,1
"1666","languages",3,3
"1667","conversed",2,2
"1668","life–that",1,1
"1669","true",28,24
"1670","apostles",2,1
"1671","her's",1,1
"1672","erected–that",1,1
"1673","saved",16,15
"1674","confess",4,3
"1675","sins",2,1
"1676","parson",2,2
"1677","saved;–that",1,1
"1678","gathered",1,1
"1679","hell",1,1
"1680","damned",2,2
"1681","ocntinually",1,1
"1682","making",48,41
"1683","intercession",1,1
"1684","salvation",1,1
"1685","occasion",50,39
"1686","tongues.those",1,1
"1687","entered",22,20
"1688","deliver",5,5
"1689","jewels",2,2
"1690","rings",1,1
"1691","necklaces",1,1
"1692","buckles",1,1
"1693","watches",1,1
"1694","fit.it",1,1
"1695","confessions",1,1
"1696","proved",18,15
"1697","beneficial",15,13
"1698","owned",2,2
"1699","stolen",4,4
"1700","innocent",3,2
"1701","persons.when",1,1
"1702","pretend",6,4
"1703","praise",5,5
"1704","singing",2,2
"1705","dancing",3,3
"1706","jumping",1,1
"1707","turning",2,2
"1708","round",42,27
"1709","tumbling",2,2
"1710","trembling",1,1
"1711","groaning",2,2
"1712","sighing",2,2
"1713","sobbing",1,1
"1714","preaching",2,2
"1715","praying",11,9
"1716","exhorting",1,1
"1717","clapping",1,1
"1718","hands",26,22
"1719","shouting",2,2
"1720","hallowing",1,1
"1721","screaming",1,1
"1722","hideous",1,1
"1723","noise",6,4
"1724","affrighten",1,1
"1725","spectators.they",1,1
"1726","dance",8,5
"1727","tired",2,2
"1728","praising",2,2
"1729","whipped",1,1
"1730","briskly",2,2
"1731","emaciated",1,1
"1732","young",76,48
"1733","grow",6,6
"1734","pale",1,1
"1735","ghosts",1,1
"1736","apparitions",1,1
"1737","deserters",5,4
"1738","church-yard",2,2
"1739","sailor's",1,1
"1740","phrase.they",1,1
"1741","eucharist",1,1
"1742","baptism",1,1
"1743","churchs",1,1
"1744","averse",5,5
"1745","wars",4,4
"1746","swearing",1,1
"1747","plain",11,11
"1748","language",14,14
"1749","cry–yea",1,1
"1750","nay",1,1
"1751","approve",2,2
"1752","tenets.at",1,1
"1753","times",34,25
"1754","hard",13,13
"1755","respective",12,11
"1756","occupations",2,2
"1757","careful",5,5
"1758","spent",6,5
"1759","idleness.they",1,1
"1760","correspondence",4,4
"1761","saints",1,1
"1762","angels",1,1
"1763","frequently",17,14
"1764","converse",2,2
"1765","spirits",13,13
"1766","friends.many",1,1
"1767","refuse",4,4
"1768","suppose",19,16
"1769","forty",11,10
"1770","mentioned",27,21
"1771","revelations",1,1
"1772","redeemed",1,1
"1773","defiled",1,1
"1774","women.they",1,1
"1775","partakers",0,0
"1776","resurrection",1,1
"1777","power.they",1,1
"1778","instrumental",4,4
"1779","music",7,4
"1780","churches",5,5
"1781","ceremonial",1,1
"1782","abolished;–but",1,1
"1783","influence",16,13
"1784","holy",2,2
"1785","ghost",1,1
"1786","scripture",1,1
"1787","warrents",1,1
"1788","practice",11,11
"1789","sing",1,1
"1790","god–praise",1,1
"1791","clap",1,1
"1792","people;–shout",1,1
"1793","god;–make",1,1
"1794","joyful",2,2
"1795","noise;–fall",1,1
"1796","lords&c",1,1
"1797","arrives",2,2
"1798","roebuck",1,1
"1799","advices",9,8
"1800","maryland",4,4
"1801","man–uvre",1,1
"1802","rhode",3,3
"1803","oct",11,10
"1804","disturbances",3,3
"1805","abated",5,5
"1806","daily",9,9
"1807","gain",10,9
"1808","endeavoured",4,4
"1809","subalterns",2,2
"1810","oath",4,3
"1811","attachment",7,6
"1812","administered",1,1
"1813","major",31,19
"1814","declined",2,2
"1815","engaged",22,20
"1816","incensed",2,1
"1817","reply",5,5
"1818","reviled",1,1
"1819","opprobrious",1,1
"1820","terms",19,14
"1821","cane",1,1
"1822","frustrated",2,2
"1823","attempts",13,12
"1824","infantry",10,10
"1825","application",24,18
"1826","regiment",49,27
"1827","artillery",12,8
"1828","success",27,23
"1829","culverins",1,1
"1830","stationed",10,8
"1831","protection",13,11
"1832","used.driven",1,1
"1833","shift",1,1
"1834","suggested",15,12
"1835","expedient",18,14
"1836","recourse",5,5
"1837","colour",9,7
"1838","corps",14,7
"1839","dose",1,1
"1840","flattery",1,1
"1841","readily",7,6
"1842","caught",5,3
"1843","promised",5,5
"1844","thing–that",1,1
"1845","fears",3,3
"1846","concern–they",1,1
"1847","abandoned",8,8
"1848","him.the",1,1
"1849","humiliating",2,2
"1850","familiarities",1,1
"1851","descended",3,3
"1852","motley",1,1
"1853","rabble",1,1
"1854","disgusting",1,1
"1855","embraced",1,1
"1856","enfans",1,1
"1857","cher",1,1
"1858","amis",1,1
"1859","practised",5,5
"1860","dirty",6,4
"1861","condescensions",1,1
"1862","conversant",1,1
"1863","praise-worthy",1,1
"1864","art",5,4
"1865","cajoling",1,1
"1866","conception",3,3
"1867","of.the",2,2
"1868","insolence–one",1,1
"1869","banditti",5,5
"1870","presumed",3,3
"1871","strike",5,4
"1872","grenadier–this",1,1
"1873","peopl–the",1,1
"1874","doughty",1,1
"1875","leader",1,1
"1876","trusty",2,2
"1877","defenders",1,1
"1878","fate",13,13
"1879","sput",1,1
"1880","confinement",3,3
"1881","beholding",1,1
"1882","prison",7,2
"1883","inspired",1,1
"1884","insolent",3,3
"1885","temerity",1,1
"1886","suspended",4,3
"1887","gibbet.the",1,1
"1888","confer",4,4
"1889","measures",37,26
"1890","deputies",2,2
"1891","chosen",7,6
"1892","deposed",3,2
"1893","commander",18,14
"1894","preside",1,1
"1895","tribunal.thus",1,1
"1896","matters",13,13
"1897","rumour",3,3
"1898","prevailed",10,10
"1899","marquis",5,5
"1900","bouillee",1,1
"1901","suffered",22,20
"1902","ingenious",2,2
"1903","method",10,10
"1904","planks",2,2
"1905","severed",1,1
"1906","pieces",15,13
"1907","cross-cut",1,1
"1908","sitting",5,4
"1909","multiplicity",2,2
"1910","likelihood",1,1
"1911","session's",1,1
"1912","closing",2,2
"1913","foreigners",6,5
"1914","sayof",1,1
"1915","commercial",27,17
"1916","arrangements",19,15
"1917","faavourable",1,1
"1918","undoubtedly",5,5
"1919","merchandise",4,4
"1920","discrimination",3,3
"1921","import",8,5
"1922","acts",14,11
"1923","footing",9,9
"1924","respect",33,21
"1925","lower",32,23
"1926","supplies",15,12
"1927","committee",82,34
"1928","dollars.accustomed",1,1
"1929","disappointment",7,6
"1930","hopes",12,12
"1931","improvement",20,18
"1932","politics",5,5
"1933","feel",18,17
"1934","reluctance",4,3
"1935","entertaining",3,3
"1936","sanguine",5,5
"1937","wishes",7,7
"1938","appearances",3,3
"1939","expecttion",1,1
"1940","f–deral",3,3
"1941","government's",1,1
"1942","acting",7,6
"1943","energy",12,12
"1944","respectability",5,5
"1945","animosities",3,3
"1946","created",7,7
"1947","contest",9,8
"1948","gradually",7,7
"1949","dying",3,3
"1950","idleness",3,3
"1951","dissipation",3,3
"1952","flowing",4,4
"1953","source",11,10
"1954","succeeded",19,17
"1955","progress",17,17
"1956","persevering",3,3
"1957","affords",10,8
"1958","presumption",1,1
"1959","concerned",5,5
"1960","deriving",1,1
"1961","advantage.throughout",1,1
"1962","president",31,13
"1963","esteemed",3,2
"1964","demonstrated",2,2
"1965","absurdity",1,1
"1966","democracy",1,1
"1967","superior",25,24
"1968","excellence",1,1
"1969","mix",2,2
"1970","deductions",1,1
"1971","premises",5,3
"1972","admitted",17,13
"1973","popular",7,6
"1974","aversion",1,1
"1975","monarchy",2,2
"1976","matures",1,1
"1977","quickly",4,4
"1978","transatlantic",1,1
"1979","surprise",25,22
"1980","sovereign",6,6
"1981","earin",1,1
"1982","century.in",1,1
"1983","instance",15,15
"1984","admnistration",1,1
"1985","satisfaction",22,17
"1986","studiously",1,1
"1987","effectually",5,5
"1988","protected",4,4
"1989","lawless",2,2
"1990","violence",8,7
"1991","individuals",49,38
"1992","wished",11,10
"1993","wrest",1,1
"1994","determination",9,9
"1995","dictated",4,4
"1996","check",9,9
"1997","erratic",1,1
"1998","disposition",14,14
"1999","citizens",24,14
"2000","removed",18,12
"2001","wilds",2,2
"2002","regarded",5,5
"2003","view",52,39
"2004","philips",1,1
"2005","describes",8,8
"2006","northward",7,7
"2007","wales",99,68
"2008","coast",38,28
"2009","finest",10,7
"2010","harbours",4,4
"2011","ride",1,1
"2012","perfect",14,12
"2013","sydney",48,30
"2014","cove",3,3
"2015","named",24,21
"2016","chose",2,2
"2017","hal",1,1
"2018","mile",16,10
"2019","length",41,29
"2020","quarter",36,29
"2021","entrance",6,6
"2022","spring",24,19
"2023","anchor",13,13
"2024","close",13,13
"2025","quays",1,1
"2026","constructed",8,6
"2027","largest",17,17
"2028","unload",1,1
"2029","friendly",24,20
"2030","uninterrupted",1,1
"2031","picturesque",3,3
"2032","pleasing",9,9
"2033","afforded",12,10
"2034","ample",8,8
"2035","botanical",1,1
"2036","acquisitions",1,1
"2037","employed",25,22
"2038","drawing",13,13
"2039","plans",9,8
"2040","warm",11,9
"2041","debates",2,2
"2042","arrangement",3,3
"2043","ireland",41,23
"2044","feeling",14,13
"2045","contend",4,4
"2046","encounter",7,6
"2047","principles",31,26
"2048","comparatively",4,4
"2049","bulk",5,5
"2050","canadians",5,4
"2051","descendants",1,1
"2052","protestants.fleaury",1,1
"2053","walpole",1,1
"2054","fonder",1,1
"2055","peace",38,24
"2056","pitt",6,6
"2057","conquests",1,1
"2058","wealth",19,15
"2059","pacific",13,10
"2060","world.besides",0,0
"2061","considerations",9,7
"2062","secret",7,6
"2063","riddance",1,1
"2064","collected",9,9
"2065","oppose",9,8
"2066","blood",5,5
"2067","supporting",3,3
"2068","another.thus",1,1
"2069","protecting",3,3
"2070","resort",1,1
